tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned,tweet_length
@user @user @user dont come australian servers ching chong,0,0,1,0,0,0,do nt come australian servers ching chong,7
upsetting many leftist jews msm trying blame trump actions every single deran @url,0,0,1,0,0,0,upsetting many leftist jews msm trying blame trump actions every single deran,12
i'm twat,0,0,1,0,0,0,am twat,2
@user scottish dialect hahahahahaha spelling like spastic dialect mongy,0,0,1,0,0,0,scottish dialect hahahahahaha spelling like spastic dialect mongy,8
@user @user @user sounds like he's perfect rube leftists,0,0,1,0,0,0,sounds like he is perfect rube leftists,7
meanwhile leftist globalist monsters trying blame hate crime trump too. know everyth @url,0,0,0,0,0,1,meanwhile leftist globalist monsters trying blame hate crime trump too know everyth,12
shutup spic @url,0,0,1,0,0,0,shutup spic,2
@user @user @user @user @user actions speak louder mexican rapists shithole countries @url,0,0,1,0,0,0,actions speak louder mexican rapists shithole countries,7
anyways intellectual creative nigger jumped joon today goodnight,0,0,1,0,0,0,anyways intellectual creative nigger jumped joon today goodnight,8
@user @user nice projection faggot,0,0,0,0,0,1,nice projection faggot,3
wassup yall im back shithole country im happy,0,0,1,0,0,0,wassup all back shithole country happy,6
@user @user illegal aliens?,0,0,1,0,0,0,illegal aliens,2
fuck mormons polygamist con artist worshipper retard asses unironically muslim tier,1,1,1,1,1,0,fuck mormons polygamist con artist worshipper retard asses unironically muslim tier,11
@user @user stop tweeting go back country. tourist kenya controlling economy.,0,1,0,1,0,0,stop tweeting go back country tourist kenya controlling economy,9
@user calling shithole countries immigrants coming countrie @url,0,0,1,0,0,0,calling shithole countries immigrants coming countrie,6
@user depressed opie getting shane mcmahon free podcast? mary jean close second though mongoloid,0,0,1,0,0,0,depressed opie getting shane mcmahon free podcast mary jean close though mongoloid,12
reminder bigoted sectarian cunt ian durrant dived.,0,0,1,0,0,0,reminder bigoted sectarian cunt ian durrant dived,7
twisted tuna aye  fucking faggot,1,0,0,1,0,0,twisted tuna aye fucking faggot,5
@user @user @user @user sorry question retarded answer.,1,1,1,1,0,1,sorry question retarded answer,4
@user blocked hes absolute mongoloid,0,1,0,0,0,1,blocked he absolute mongoloid,4
got retard strength  @url,0,0,1,0,0,0,got retard strength,3
bombings shootings president mental capacity flea... united states clearly real shithole country.,1,1,1,1,1,0,bombings shootings president mental capacity flea united states clearly real shithole country,12
@user answer phone faggot fuck,1,1,0,0,0,0,answer phone faggot fuck,4
@user @user @user push back leftist professors like #billayers writing @url,0,0,1,0,0,0,push back leftist professors like billayers writing,7
listened shit lil spic  singing lyrics know @url,0,1,0,0,0,0,listened shit lil spic singing lyrics know,7
@user matt stop labelling people far right. biased left liberal snowflakes twat shouting dismissi @url,0,0,0,0,1,0,matt stop labelling people far right biased left liberal snowflakes twat shouting dismissi,13
one trying bust valenzuela mexico. hmm... could shithole countries?,0,0,1,0,0,0,trying bust valenzuela mexico hmm could shithole countries,8
nigga ga really tell thought dyke twitter profile...,0,1,0,0,0,0,nigga ga really tell thought dyke twitter profile,8
@user @user @user personally im sick billions thrown st refugees. secure borde @url,0,1,1,1,1,1,personally sick billions thrown st refugees secure borde,8
can't ever open grindr ugly creepy faggot manager wears full-on bdsm dominatrix gear pr @url,0,0,1,0,0,0,can not ever open grindr ugly creepy faggot manager wears full on bdsm dominatrix gear pr,16
man's cunt! sorry use word he's dead set cunt! @url,0,1,0,0,0,0,man cunt sorry use word he is dead set cunt,10
@user i've friends girls borderline retarded lookingnit's person's personality wins,0,0,1,0,0,0,have friends girls borderline retarded lookingnit person personality wins,9
@user @user pay drugs subsidize cheap supply 3rd world shithole countrie @url,0,0,1,0,0,0,pay drugs subsidize cheap supply world shithole countrie,8
aye offense faggots gotta call faggot,1,1,1,1,0,0,aye offense faggots got ta call faggot,7
@user feel like fat cunt,0,0,0,1,0,0,feel like fat cunt,4
waking giants l great way start work week!!!  #eli #raghead,0,0,1,0,0,0,waking giants great way start work week eli raghead,9
@user no. accepting integration illegal aliens communities.,0,1,0,0,0,0,no accepting integration illegal aliens communities,6
blah blah blah call retard different different viewpoints. that's easy way cen @url,0,0,1,0,0,0,blah blah blah call retard different different viewpoints that is easy way cen,13
master get knees tributenmaster khaled needs cock worshiped #slave #cuck #faggot @url,1,1,0,0,0,0,master get knees tributenmaster khaled needs cock worshiped slave cuck faggot,11
@user @user rat apologized calling normani nigger ??????,0,0,0,0,0,1,rat apologized calling normani nigger,5
@user also getting medical advice twitter even retarded getting webmd,0,0,0,1,0,1,also getting medical advice twitter even retarded getting webmd,9
cant stand mean-spirited nigger,0,1,1,0,0,0,can not stand mean spirited nigger,6
@user sion titanic hydra steraks demolition mastery retarded broken virtually unb @url,0,0,1,0,0,0,sion titanic hydra steraks demolition mastery retarded broken virtually unb,10
l'aquarius cherche un port pour accoster avec 11 migrants libyens @url via @user,0,0,0,0,0,1,laquarius cherche un port pour accoster avec migrants libyens via,10
@user @user @user @user many ucl kante barca??nnu plastic mongy,0,0,1,0,0,0,many ucl kante barcannu plastic mongy,6
@user kpop niggas: ching chong,0,0,1,0,0,0,kpop niggas ching chong,4
guy actually said love koreans yeah im racist dont like ching chong music. @url,0,0,1,1,0,0,guy actually said love koreans yeah racist do nt like ching chong music,13
full-blown retard corner.. @url,1,1,1,1,0,1,full blown retard corner,4
going let trump turn america violent shithole country?,0,1,0,0,0,1,going let trump turn america violent shithole country,8
ur opinion relevant u say ching chong,0,0,0,0,1,1,ur opinion relevant say ching chong,6
i'm fucking retarded,1,1,1,1,1,0,am fucking retarded,3
shut fuck up. worry country 11 people murdered dumb twat @url,0,0,1,0,0,0,shut fuck up worry country people murdered dumb twat,9
@user epic tweet1,0,0,0,0,0,1,epic tweet,2
@user bring nigger.,0,0,1,0,0,0,bring nigger,2
trying help people i'm literally dumbass cunt can't help shit,0,1,0,0,0,0,trying help people am literally dumbass cunt can not help shit,11
@user ching chong sheng shiong,0,0,1,0,0,0,ching chong sheng shiong,4
call spic shit least u calling,1,0,0,1,0,0,call spic shit least calling,5
gronk tide pod commercial retarded ,0,0,1,0,0,0,gronk tide pod commercial retarded,5
anyone watches movie mid90s faggot cap movie whack af lol,0,0,1,0,0,0,anyone watches movie mids faggot cap movie whack af lol,10
yu white nigger,0,1,0,0,0,0,yu white nigger,3
ive seen people openly racistly mocked bts called ching chong music wanna preach bullying b @url,0,1,0,1,0,0,ve seen people openly racistly mocked bts called ching chong music wanna preach bullying,14
@user sorry hear experience deepika :( try best keep aircraft spic span b @url,0,0,1,0,0,0,sorry hear experience deepika try best keep aircraft spic span,10
@user @user yes shut ching chong chinaman,0,0,1,0,0,0,yes shut ching chong chinaman,5
@user yet hungry children homeless vets illegal aliens.,0,0,1,0,0,0,yet hungry children homeless vets illegal aliens,7
@user @user used immigrants prop fulfill view world. bingo.,0,0,1,0,0,0,used immigrants prop fulfill view world bingo,7
ching chong friends would @user @url,0,0,1,1,0,0,ching chong friends would,4
wildebeest migration mara crossing safari #travel #africa #ttot @url,0,0,0,0,0,1,wildebeest migration mara crossing safari travel africa ttot,8
since must ohio shithole state. wants whole country follow! @url,0,0,1,0,0,0,since must ohio shithole state wants whole country follow,9
@user lee hsien loong's career criminal chinaman 'regular talker' interrogated.n audibl @url,0,0,1,0,0,0,lee hsien loong career criminal chinaman regular talker interrogatedn audibl,10
would/should new chinese immigrants care chinatown strathcona?,0,1,0,0,0,1,would should new chinese immigrants care chinatown strathcona,8
@user retard,0,0,1,0,0,0,retard,1
fucking retarded think ok flirt guys girlfriends mat @url,0,1,1,1,1,1,fucking retarded think ok flirt guys girlfriends mat,8
@user 2-9? 1v3ed dumbass seaside retard.,0,0,1,0,0,0,ved dumbass seaside retard,4
express robust mongoloid.,0,0,0,0,0,1,express robust mongoloid,3
@user might ask wife play clip tonight. might mongy sports stars call giving 110%,0,0,1,0,0,0,might ask wife play clip tonight might mongy sports stars call giving,12
okay white chocolate chip,0,1,0,0,0,1,okay white chocolate chip,4
@user @user retard special ed class floyd @url,1,1,0,0,0,0,retard special ed class floyd,5
update: #bucks 6-0 manny machado still twat.,0,1,0,0,0,0,update bucks manny machado still twat,6
@user sike ain't retarded @url,1,0,1,0,0,0,sike is not retarded,4
hate every cunt planet swear,1,1,1,1,1,0,hate every cunt planet swear,5
@user omg babe thank ,0,0,0,0,0,1,omg babe thank,3
white guy really called spic,0,0,1,0,0,0,white guy really called spic,5
@user @user tfw try emotionally blackmail nation retarded inspire som @url,0,0,1,0,0,0,tfw try emotionally blackmail nation retarded inspire som,8
@user @user part hates meme i'm lazy stop retarded,0,0,1,0,0,0,part hates meme am lazy stop retarded,7
picture someone calls another person mongoloid @url,0,1,1,1,1,1,picture someone calls another person mongoloid,6
get car quick love. want make twat minute. @url,0,0,1,0,0,0,get car quick love want make twat minute,8
manny spic machado,0,0,1,0,0,0,manny spic machado,3
murderer president?!?!? nnhas president murdered anyone?nnyou're mentally retarded need eva @url,0,0,1,0,0,0,murderer president nnhas president murdered anyonennyoure mentally retarded need eva,10
/pol/ currently busy building suspicious devices @url,0,1,1,1,1,1,pol currently busy building suspicious devices,6
think possible @user even shameful @user war mongol @user @url,0,0,0,0,0,1,think possible even shameful war mongol,6
matt trap faggot #ps4sharenn@url @url,0,1,1,1,1,1,matt trap faggot pssharennurl,4
total support increasing number refugees bring nz. wrap around support require @url,0,0,0,0,0,1,total support increasing number refugees bring nz wrap around support require,11
@user tbh long u look mf retarded idc personal lives ppl want ya @url,0,0,1,0,0,0,tbh long look mf retarded idc personal lives ppl want ya,11
@user watergate guys punched faggot managers turned away causing problems,0,0,1,0,0,0,watergate guys punched faggot managers turned away causing problems,9
fck whatever retard put thinking remotely way anythingnnwhat fckn disgrace @url,0,1,1,1,1,1,fck whatever retard put thinking remotely way anythingnnwhat fckn disgrace,10
@user country invaders turn dystopian shithole? ,0,0,0,0,0,1,country invaders turn dystopian shithole,5
@user @user looks like mongol turkish sister's widding. son atagaymal erdogan. lol,0,0,0,0,0,1,looks like mongol turkish sister widding son atagaymal erdogan lol,10
@user faggot &lt;3,0,0,1,0,0,0,faggot lt,2
@user exactly!! like he's baby small fact situation. clearly dyke i'm still mad lol,1,0,0,1,0,0,exactly like he is baby small fact situation clearly dyke am still mad lol,14
i'm still spittin' like retard. niggas soft rapping leotards. -lil wayne,1,0,1,0,0,0,am still spittin like retard niggas soft rapping leotards lil wayne,11
disruptive thing bitcoin retarded shit bitcointalk.,0,1,0,0,0,0,disruptive thing bitcoin retarded shit bitcointalk,6
@user @user soup-taker turncoatnnyou get idea...,0,0,1,0,0,0,soup taker turncoatnnyou get idea,5
nigger lion heart wish god forward ever back ward never man say.,0,0,0,0,0,1,nigger lion heart wish god forward ever back ward never man say,12
cunt fucking laugh? cost 370 fucking joke  @url,0,0,1,0,0,0,cunt fucking laugh cost fucking joke,6
nigger fuck,0,0,1,0,0,0,nigger fuck,2
@user tipping bar stupid spic,0,1,0,0,0,0,tipping bar stupid spic,4
cousin making lunch date me: can't wait see pay every cunt,0,0,1,0,0,0,cousin making lunch date me can not wait see pay every cunt,12
@user @user we've heard 11 million illegal aliens decades. guess 30 million es @url,0,0,1,0,0,0,we have heard illegal aliens decades guess es,8
@user nigga retarded lmfaoooo gon record then? protools iphone?,0,0,1,0,0,0,nigga retarded lmfaoo gon record then protools iphone,8
@user @user @user @user @user @user @user im feminazi. @url,0,0,1,0,0,0,feminazi,1
*high pitched ching chong* @url,0,0,1,0,0,0,high pitched ching chong,4
man fucking retarded needs mental evaluation. i've never seen someone obsessively hateful towards @url,0,1,0,0,0,0,man fucking retarded needs mental evaluation have never seen someone obsessively hateful towards,13
@user lmaooo cunt,1,1,0,0,0,0,lmaoo cunt,2
@user california asking butt feeling faggot?,0,0,1,0,0,0,california asking butt feeling faggot,5
buh? faggot boomer music racial boundaries?? epic....,1,1,0,1,1,1,buh faggot boomer music racial boundaries epic,7
@user @user mans called places shithole countries,0,0,1,0,0,0,mans called places shithole countries,5
niggas sipping retard juice .,0,0,1,0,0,0,niggas sipping retard juice,4
..... swaggy retard,0,0,1,0,0,0,swaggy retard,2
dont disrespect flag nigger.,0,1,1,0,0,0,do nt disrespect flag nigger,5
bro tiktok created shits retarded ads put ig makes wanna die,0,0,1,0,0,0,bro tiktok created shits retarded ads put ig makes wanna die,11
@user boutta hit raghead tire shop zane ,0,0,1,0,0,0,boutta hit raghead tire shop zane,6
@user @user mongy humour,0,1,1,1,1,1,mongy humour,2
@user needs remind @user one million polish immigrants flooded britain sent 23 bill @url,0,0,1,0,0,0,needs remind polish immigrants flooded britain sent bill,8
@user i'm old school. grew prejudice like this. pollack mick spic wop kik @url,0,0,1,0,0,0,am old school grew prejudice like this pollack mick spic wop kik,12
today asylum six iranian refugees. they're free live lives peace right,0,0,1,0,0,0,today asylum iranian refugees they are free live lives peace right,11
negro said nabiha?!?! even gonna sound smdh...,0,0,1,0,0,0,negro said nabiha even gon na sound smdh,8
verstappen bad start crashes twat ricciardo 1st vettel 2nd @url,0,0,1,0,0,0,verstappen bad start crashes twat ricciardo vettel,7
@user @user european currently live europe. indeed shithole guess sl @url,0,0,1,0,0,0,european currently live europe indeed shithole guess sl,8
@user oh sorry explain smth knew say know twat i'll back ,0,0,1,0,0,0,oh sorry explain smth knew say know twat will back,10
going fasting tomorrow next day im fat cunt,1,1,0,1,1,1,going fasting tomorrow next day fat cunt,7
border trash coming in!!!. go back come from. @url,0,1,0,0,1,0,border trash coming in go back come from,8
@user stick rag round head shut cunt up. still bad enough we've gotta endure shite song twenty years later,0,1,0,1,0,0,stick rag round head shut cunt up still bad enough we have got ta endure shite song years later,19
nigger stage?!,0,0,1,0,0,0,nigger stage,2
@user @user @user 1) merkel leftist center right christian. 2) fee @url,0,0,0,0,0,1,merkel leftist center right christian fee,6
@user @user @user anal retarded mongoloid fuck animal danger @url,0,0,1,0,0,0,anal retarded mongoloid fuck animal danger,6
antis: bts look like girls ching chong (plus racist shit),0,0,1,0,0,0,antis bts look like girls ching chong plus racist shit,10
@user @user going send journalists front line unstable war zone mongoloid,0,0,1,0,0,0,going send journalists front line unstable war zone mongoloid,9
@user called likes coyle moyes monk laudrup &amp; koeman daft twat. i'm glad club car @url,0,0,1,0,0,0,called likes coyle moyes monk laudrup amp koeman daft twat am glad club car,14
@user @user @user yes feel like right wingers would would leftist @url,0,0,1,0,0,0,yes feel like right wingers would would leftist,8
mom called aids infested faggot moved on! @url,0,1,0,0,0,0,mom called aids infested faggot moved on,7
@user dave retarded putting scott alexander madsenn 1 run lead put jansen w @url,1,0,1,0,0,0,dave retarded putting scott alexander madsenn run lead put jansen,10
type ball playing nigger dont want around yo daughter nah @url,0,0,1,0,0,0,type ball playing nigger do nt want around yo daughter nah,11
@user @user native americans caucasian mongoloid. next.,0,0,1,0,0,0,native americans caucasian mongoloid next,5
would look like twat angle this?? @url,0,0,1,0,0,0,would look like twat angle this,6
nigger getting broke desperate times indeed!!! @url,0,0,1,0,0,0,nigger getting broke desperate times indeed,6
free? why? _ bc government cunt @url,0,0,1,0,0,0,free why bc government cunt,5
yes bs . they're leftist socialist democrat domestic terrorist party members hate fact @url,0,0,1,0,0,0,yes bs they are leftist socialist democrat domestic terrorist party members hate fact,13
shithole country @url,0,1,1,0,0,0,shithole country,2
@user @user @user stuff'is happens shitholecountries despots charge.,0,0,1,0,0,0,stuffis happens shitholecountries despots charge,5
@user nae cunt agrees wae,0,0,1,0,0,0,nae cunt agrees wae,4
@user soup taker no.1 fuckin mighty fallen. know fact went seville celtic daft. total twat.,0,0,1,0,0,0,soup taker no fuckin mighty fallen know fact went seville celtic daft total twat,14
@user omg ching chong found child :0 #pedohours,0,0,1,0,0,0,omg ching chong found child pedohours,6
lol said none nigger tailgating year @url,0,0,1,0,0,0,lol said none nigger tailgating year,6
go home raghead! @url,0,0,1,0,0,0,go home raghead,3
willy insipiyah artist dance grave ching chong bing bong  @url,0,1,1,0,0,0,willy insipiyah artist dance grave ching chong bing bong,9
@user retard? jeez!!,0,1,1,0,0,0,retard jeez,2
im racist much despise word nigger hilarious,0,0,1,0,0,0,racist much despise word nigger hilarious,6
many boards could mongols hoard mongol hordes got bored?nn~calvin &amp; hobbes,0,0,1,0,0,0,many boards could mongols hoard mongol hordes got borednn calvin amp hobbes,12
@user fuck faggot,0,0,1,0,0,0,fuck faggot,2
@user watch sit think @user farming like retard everything get denied plays @url,0,0,1,0,0,0,watch sit think farming like retard everything get denied plays,10
@user holy shit people retarded. halloween folks blood look like fucking cherry syrup.,0,0,1,0,0,0,holy shit people retarded halloween folks blood look like fucking cherry syrup,12
@user dont love muslim immigrants stupid piece shit thats cant walk streets u idiot,1,0,1,0,0,0,do nt love muslim immigrants stupid piece shit that can not walk streets idiot,14
@user yup sound quality retarded. bass great bass much. po @url,1,0,1,0,0,0,yup sound quality retarded bass great bass much po,9
@user fucking raghead cunts,0,1,0,0,0,0,fucking raghead cunts,3
@user @user @user real women. feminazis. demean men fun ta @url,0,1,0,1,0,0,real women feminazis demean men fun ta,7
@user call illegal aliens voting !,0,0,1,1,0,0,call illegal aliens voting,4
@user @user @user twat,1,1,1,1,1,0,twat,1
liberals:nlet's preserve rain forest  nlet's save whales  ndon't disrespect shithole' countriesnna @url,0,0,0,0,0,1,liberals nlet preserve rain forest nlet save whales ndont disrespect shithole countriesnna,12
@user @user hey bro let us assimilate term mongoloid name-calling disres @url,0,0,1,0,0,0,hey bro let us assimilate term mongoloid name calling disres,10
#sunday @user can't discuss tragic case #asiabibbi wonder people suspicious #islam @url,0,0,1,0,0,0,sunday can not discuss tragic case asiabibbi wonder people suspicious islam,11
@user @user people shithole countries come here? - trump nnhe @url,0,1,0,1,0,0,people shithole countries come here trump nnhe,7
im playing comp game actual buns cunt 9 bangs riot shields gotta fucking go,1,1,0,1,1,1,playing comp game actual buns cunt bangs riot shields got ta fucking go,13
@user twat nuts,0,0,1,0,0,0,twat nuts,2
@user @user almost mueller time shithole (term used referring 3rd world countries)!!!,0,0,1,0,0,1,almost mueller time shithole term used referring world countries,9
right cuz people fleeing shithole countries made sure pack iphones could check tw @url,0,1,1,1,1,1,right cuz people fleeing shithole countries made sure pack iphones could check tw,13
claiming handball james milner mongoloid,0,0,1,0,0,0,claiming handball james milner mongoloid,5
asked mother murukku .. gave retarded one told perfect murukkus diwali ,0,0,1,0,0,0,asked mother murukku gave retarded told perfect murukkus diwali,9
2017 right-wing terrorist attacks outpaced leftist islamic terrorist attacks. 2x many ri @url,0,1,0,0,1,0,right wing terrorist attacks outpaced leftist islamic terrorist attacks many ri,11
spineless twat criticizing countries keep #mirgranthoardes woman raped stre @url,0,1,1,1,1,1,spineless twat criticizing countries keep mirgranthoardes woman raped stre,9
bigger person also result looking like cunt ,1,0,1,0,0,0,bigger person also result looking like cunt,7
@user ching chong ching chong?,0,0,1,0,0,0,ching chong ching chong,4
@user deadass like need something new. call nigger tell cheatin,0,0,1,0,0,0,deadass like need something new call nigger tell cheatin,9
tryna scam money men i'm unsuccessful tonight guess smell dyke goodnight,1,0,1,0,0,0,tryna scam money men am unsuccessful tonight guess smell dyke goodnight,11
@user @user i'm sheffield wednesday fan crap mood u sick twat evil bastard @user,0,0,1,0,0,0,am sheffield wednesday fan crap mood sick twat evil bastard,10
maybe lardio nigger,0,1,0,0,0,1,maybe lardio nigger,3
queen latifah  missy elliot  king diana typa stem dyke energy,0,0,1,0,0,0,queen latifah missy elliot king diana typa stem dyke energy,10
people insane. mohammed! lol. nworld's gone nuts shithole countries need nuked! @url,0,1,1,0,0,0,people insane mohammed lol nworld gone nuts shithole countries need nuked,11
@user @user oh cool. love dragon ball man! favorite sasuke ching chong shit.,1,0,1,0,0,0,oh cool love dragon ball man favorite sasuke ching chong shit,11
going look right twat turns witness protection public even greater @url,0,0,1,0,0,0,going look right twat turns witness protection public even greater,10
@user let retweet fucking mongoloid,0,1,0,0,0,0,let retweet fucking mongoloid,4
@user i'm trying politically correct possible here. mam fucking retarded,0,1,0,0,0,0,am trying politically correct possible here mam fucking retarded,9
rules break fucking mongoloid. simply retweeted/like shit allowed website. twitters @url,0,0,1,0,0,0,rules break fucking mongoloid simply retweeted like shit allowed website twitters,11
get fucking grip mongoloid @url,0,0,1,0,0,0,get fucking grip mongoloid,4
ta said wanted chinese food girl kept repating ching chong told racist said @url,0,0,1,0,0,0,ta said wanted chinese food girl kept repating ching chong told racist said,13
due unorthodox dietary requirements number refugees manus,0,0,0,1,0,1,due unorthodox dietary requirements number refugees manus,7
africans immigrants. arabs immigrants. asians immigrants. however europeans expat,0,0,1,0,0,0,africans immigrants arabs immigrants asians immigrants however europeans expat,9
@user ethnic estonian nationalist follows constitution retard.,0,1,0,0,0,0,ethnic estonian nationalist follows constitution retard,6
people please stop using word mongo?? yeah sounds funny short mongoloid real @url,1,1,0,1,1,0,people please stop using word mongo yeah sounds funny short mongoloid real,12
@user @user retard,0,0,1,0,0,0,retard,1
@user yeah lucky watermelon uncultured twat,0,0,1,0,0,0,yeah lucky watermelon uncultured twat,5
@user @user bts: *performs kpop song*nantis: people idolize ching chong group cant even un @url,0,1,1,0,0,0,bts performs kpop songnantis people idolize ching chong group can not even un,13
@user payne (chalk)bagley lal/pho fair priced jrich looks spic...wesley chucking everything right now. ganna wild slate,0,0,1,0,0,0,payne chalkbagley lal pho fair priced jrich looks spic wesley chucking everything right now ganna wild slate,17
@user faggot,0,1,0,0,1,0,faggot,1
happy birthday mau @user wish best stay ching chong wouldnt know survive last @url,1,0,1,1,0,1,happy birthday mau wish best stay ching chong would nt know survive last,13
| |n stop using words n autism retard n insultsn|| n  () / @url,0,0,1,0,0,0,stop using words autism retard insultsn,6
twat? @url,0,0,0,0,1,1,twat,1
thank fuck get vardyaubalacca tearing enjoy sitting bench vardy yr shits mongy fucker ,0,0,1,0,0,0,thank fuck get vardyaubalacca tearing enjoy sitting bench vardy yr shits mongy fucker,13
headline:nthat twat morgan talks sense change.n@url,0,0,1,0,0,0,headline nthat twat morgan talks sense changenurl,7
mitch mcconnell affair shithole countries!,0,0,1,1,0,0,mitch mcconnell affair shithole countries,5
note #hollywood : fuck trump/drumpf makes look retarded. making career decisions based p @url,0,0,0,0,0,1,note hollywood fuck trump drumpf makes look retarded making career decisions based,12
@user mean smart enough leave 3rd world shithole came credit cre @url,0,0,1,1,0,0,mean smart enough leave world shithole came credit cre,9
i'm proud big brudda lil kevin. nigga came outta jail put pressure. features. whole album go retarded,0,0,1,0,0,0,am proud big brudda lil kevin nigga came outta jail put pressure features whole album go retarded,17
@user @user worth shithole countries crying him....,0,0,1,0,0,0,worth shithole countries crying him,5
need move hot country immediately honestly think survive another winter depressing shithole country,0,0,1,1,0,0,need move hot country immediately honestly think survive another winter depressing shithole country,13
said faggot loud guy shocked got preachy use word (we're @url,0,0,1,0,0,0,said faggot loud guy shocked got preachy use word we re,11
@user i'm retarded thought fucking cabbage,0,0,1,0,0,0,am retarded thought fucking cabbage,5
@user shut negro,1,1,0,0,0,0,shut negro,2
beyonce dyke. @url,0,0,1,0,0,0,beyonce dyke,2
@user yes should. doubt she'll it. another self absorbed feminazi attention whore. @url,0,0,1,0,0,0,yes should doubt she will it another self absorbed feminazi attention whore,12
landon romano gayshawnmendes battle title worst faggot,0,1,0,0,0,0,landon romano gayshawnmendes battle title worst faggot,7
@user sup negro,0,0,1,1,0,0,sup negro,2
get ice cream rolld slo faggot,0,0,1,0,0,0,get ice cream rolld slo faggot,6
@user @user know english retard. appreciate heads,0,0,1,1,0,0,know english retard appreciate heads,5
say cunt dammit!! nit's see next tuesday ffs.,0,0,1,0,0,0,say cunt dammit nit see next tuesday ffs,8
leaders behave like stupid kids yet wonder country shithole &amp; blame white people it. @url,0,0,1,0,0,0,leaders behave like stupid kids yet wonder country shithole amp blame white people it,14
@user tweeted dat already yi mongol,1,0,1,1,1,1,tweeted dat already yi mongol,5
@user @user @user hurry vote cunt,0,1,1,0,0,0,hurry vote cunt,3
@user celzy said cos retard,0,0,1,0,0,0,celzy said cos retard,4
@user good thing lives california! need money illegal aliens. least 50% @url,0,0,1,0,0,0,good thing lives california need money illegal aliens least,9
never use childhoodgo back country nigerian @url,0,0,1,0,0,0,never use childhoodgo back country nigerian,6
suck dick till look dumb retarded,0,0,1,1,0,0,suck dick till look dumb retarded,6
@user @user i'm saying calling shithole countries shitholes shithole bad make @url,0,0,1,1,0,0,am saying calling shithole countries shitholes shithole bad make,9
put gun cunt. fucking brave eh tiger? that's get @url,0,0,1,0,0,0,put gun cunt fucking brave eh tiger that is get,10
@user @user first b12 fucking mongoloid nnsecond yes,0,0,1,0,0,0,fucking mongoloid nnsecond yes,4
finished #makingamurderer 2. bobby dassey guilty. ken kratz cunt. kathleen zellner legend.  delores allen avery.,0,0,0,0,0,1,finished makingamurderer bobby dassey guilty ken kratz cunt kathleen zellner legend delores allen avery,14
debate 40m people. gvt answer bring 20m immigrants. beggars belief @url,0,1,1,1,1,1,debate people gvt answer bring immigrants beggars belief,8
anyone thinks country fascist shithole watch live version cops air weekends,0,0,1,0,0,0,anyone thinks country fascist shithole watch live version cops air weekends,11
sigh finally ching chong everywhere tl,0,1,0,1,0,0,sigh finally ching chong everywhere tl,6
@user bro that's expected sparred mf pace retarded.,1,0,1,1,1,1,bro that is expected sparred mf pace retarded,8
love wdw refugees refreshing reference @user,0,0,1,0,0,0,love wdw refugees refreshing reference,5
baby gonna pop retarded nigga,0,0,0,0,0,1,baby gon na pop retarded nigga,6
cunt. dare send thoughts dead. shove sock husband's mouth. fomented v @url,0,0,1,0,0,0,cunt dare send thoughts dead shove sock husband mouth fomented,10
@user @user still dont believe @user nigger take outwee need investigate thing,0,0,1,0,0,0,still do nt believe nigger take outwee need investigate thing,10
@user lmao fucking retard trump supporters told joey fuck vid,0,0,1,0,0,0,lmao fucking retard trump supporters told joey fuck vid,9
rape #120db violent. west democracies trying resist radical islam violent immigrants enforcing ex @url,0,0,1,0,0,0,rape db violent west democracies trying resist radical islam violent immigrants enforcing ex,13
shoulda asked recite quentin tarantino dead nigger storage monologue,0,0,1,0,0,0,shoulda asked recite quentin tarantino dead nigger storage monologue,9
@user retard till ,0,0,1,0,0,0,retard till,2
@user @user @user generally use term retard using words @url,0,1,1,0,0,0,generally use term retard using words,6
make new account retard hard plenty ppl know close hundred accounts get banned @url,0,0,1,0,0,0,make new account retard hard plenty ppl know close accounts get banned,12
13 year old called faggot jdjsskaksja simulation glitching,1,1,1,0,1,1,year old called faggot jdjsskaksja simulation glitching,7
wyd afghan faggot im bored _ looool. i'm watching netflix @url,0,0,1,0,0,0,wyd afghan faggot bored lool am watching netflix,8
@user @user tranquilo pe mongol ctmre.,0,1,0,0,0,1,tranquilo pe mongol ctmre,4
@user note: requires absolute retard miss clam throw nobody pressuring first.,1,0,0,1,0,0,note requires absolute retard miss clam throw nobody pressuring,9
@user seasoned politician business mongol atiku abubakar answer problems. let's get nigeria working again.,0,0,1,0,0,0,seasoned politician business mongol atiku abubakar answer problems let us get nigeria working again,14
@user @user @user @user @user @user i'm 26 retard,0,0,0,0,0,1,am retard,2
deaf blind retarded... leave alone @url,1,1,0,1,1,1,deaf blind retarded leave alone,5
cause utter bs lying feminazi ford. @url,0,0,0,0,0,1,cause utter bs lying feminazi ford,6
@user shut face slap ass call dirty jew! im stoked!,0,0,1,0,0,0,shut face slap ass call dirty jew stoked,8
@user dont agree petition admire lot supporting faggot @url,0,0,1,0,0,0,do nt agree petition admire lot supporting faggot,8
way everyone's sneezing sniffing around need invest one facemasks chinaman always wearing ,0,0,1,0,0,0,way everyone sneezing sniffing around need invest facemasks chinaman always wearing,11
'daniel o'donnell bono.' bono's fucking insufferable robbie twat. would anybody wanna aspire lik @url,0,0,1,0,0,0,daniel odonnell bono bono fucking insufferable robbie twat would anybody wanna aspire lik,13
